id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DR_0241_Drainage,DR0241,244,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Pipework,Drainage Works,1162.19,Drainage!O277,1162.19,Drainage!A277,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0242_Drainage,DR0242,245,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 6 - 6.25 m,m,Drainage,Pipework,Drainage Works,1211.71,Drainage!O278,1211.71,Drainage!A278,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0243_Drainage,DR0243,246,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 6.25 - 6.5 m,m,Drainage,Pipework,Drainage Works,1261.22,Drainage!O279,1261.22,Drainage!A279,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0244_Drainage,DR0244,247,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,6.71,Drainage!O281,6.71,Drainage!A281,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0245_Drainage,DR0245,248,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,14.89,Drainage!O282,14.89,Drainage!A282,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0246_Drainage,DR0246,249,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,23.07,Drainage!O283,23.07,Drainage!A283,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0247_Drainage,DR0247,250,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,41.89,Drainage!O284,41.89,Drainage!A284,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0248_Drainage,DR0248,251,Excavate trenches for 300mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,52.2,Drainage!O285,52.2,Drainage!A285,Drainage,300mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0249_Drainage,DR0249,252,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,25.18,Drainage!O287,25.18,Drainage!A287,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0250_Drainage,DR0250,253,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,39.16,Drainage!O288,39.16,Drainage!A288,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0251_Drainage,DR0251,254,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,56.39,Drainage!O289,56.39,Drainage!A289,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0252_Drainage,DR0252,255,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,84.25,Drainage!O290,84.25,Drainage!A290,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0253_Drainage,DR0253,256,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,103.6,Drainage!O291,103.6,Drainage!A291,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0254_Drainage,DR0254,257,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,122.96,Drainage!O292,122.96,Drainage!A292,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0255_Drainage,DR0255,258,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,142.31,Drainage!O293,142.31,Drainage!A293,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0256_Drainage,DR0256,259,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,209.17,Drainage!O294,209.17,Drainage!A294,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0257_Drainage,DR0257,260,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,234.27,Drainage!O295,234.27,Drainage!A295,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0258_Drainage,DR0258,261,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,270.47,Drainage!O296,270.47,Drainage!A296,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0259_Drainage,DR0259,262,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,296.63,Drainage!O297,296.63,Drainage!A297,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0260_Drainage,DR0260,263,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,608.92,Drainage!O298,608.92,Drainage!A298,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0261_Drainage,DR0261,264,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,Drainage Works,658.43,Drainage!O299,658.43,Drainage!A299,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0262_Drainage,DR0262,265,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,Drainage Works,707.94,Drainage!O300,707.94,Drainage!A300,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0263_Drainage,DR0263,266,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,Drainage Works,757.45,Drainage!O301,757.45,Drainage!A301,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0264_Drainage,DR0264,267,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,Drainage Works,806.96,Drainage!O302,806.96,Drainage!A302,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0265_Drainage,DR0265,268,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,Drainage Works,856.47,Drainage!O303,856.47,Drainage!A303,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0266_Drainage,DR0266,269,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Pipework,Drainage Works,905.98,Drainage!O304,905.98,Drainage!A304,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0267_Drainage,DR0267,270,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Pipework,Drainage Works,955.49,Drainage!O305,955.49,Drainage!A305,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0268_Drainage,DR0268,271,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5 - 5.25 m,m,Drainage,Pipework,Drainage Works,1005.01,Drainage!O306,1005.01,Drainage!A306,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0269_Drainage,DR0269,272,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.25 - 5.5 m,m,Drainage,Pipework,Drainage Works,1054.52,Drainage!O307,1054.52,Drainage!A307,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0270_Drainage,DR0270,273,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.5 - 5.75 m,m,Drainage,Pipework,Drainage Works,1104.03,Drainage!O308,1104.03,Drainage!A308,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0271_Drainage,DR0271,274,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Pipework,Drainage Works,1153.54,Drainage!O309,1153.54,Drainage!A309,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0272_Drainage,DR0272,275,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 6 - 6.25 m,m,Drainage,Pipework,Drainage Works,1203.05,Drainage!O310,1203.05,Drainage!A310,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0273_Drainage,DR0273,276,Excavate trenches for 450mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 6.25 - 6.5 m,m,Drainage,Pipework,Drainage Works,1252.56,Drainage!O311,1252.56,Drainage!A311,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0274_Drainage,DR0274,277,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,30.22,Drainage!O313,30.22,Drainage!A313,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0275_Drainage,DR0275,278,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,44.4,Drainage!O314,44.4,Drainage!A314,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0276_Drainage,DR0276,279,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,63.77,Drainage!O315,63.77,Drainage!A315,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0277_Drainage,DR0277,280,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,95.08,Drainage!O316,95.08,Drainage!A316,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0278_Drainage,DR0278,281,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,117.88,Drainage!O317,117.88,Drainage!A317,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0279_Drainage,DR0279,282,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,140.68,Drainage!O318,140.68,Drainage!A318,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0280_Drainage,DR0280,283,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,163.48,Drainage!O319,163.48,Drainage!A319,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0281_Drainage,DR0281,284,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,204.84,Drainage!O320,204.84,Drainage!A320,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0282_Drainage,DR0282,285,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,229.94,Drainage!O321,229.94,Drainage!A321,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0283_Drainage,DR0283,286,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,266.14,Drainage!O322,266.14,Drainage!A322,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0284_Drainage,DR0284,287,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,292.31,Drainage!O323,292.31,Drainage!A323,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0285_Drainage,DR0285,288,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,600.26,Drainage!O324,600.26,Drainage!A324,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0286_Drainage,DR0286,289,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,Drainage Works,649.77,Drainage!O325,649.77,Drainage!A325,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0287_Drainage,DR0287,290,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,Drainage Works,699.28,Drainage!O326,699.28,Drainage!A326,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0288_Drainage,DR0288,291,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,Drainage Works,748.8,Drainage!O327,748.8,Drainage!A327,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0289_Drainage,DR0289,292,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,Drainage Works,798.31,Drainage!O328,798.31,Drainage!A328,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0290_Drainage,DR0290,293,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,Drainage Works,847.82,Drainage!O329,847.82,Drainage!A329,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0291_Drainage,DR0291,294,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Pipework,Drainage Works,897.33,Drainage!O330,897.33,Drainage!A330,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0292_Drainage,DR0292,295,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Pipework,Drainage Works,946.84,Drainage!O331,946.84,Drainage!A331,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0293_Drainage,DR0293,296,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,10.06,Drainage!O333,10.06,Drainage!A333,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0294_Drainage,DR0294,297,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,15.85,Drainage!O334,15.85,Drainage!A334,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0295_Drainage,DR0295,298,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,26.82,Drainage!O335,26.82,Drainage!A335,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0296_Drainage,DR0296,299,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,49.73,Drainage!O336,49.73,Drainage!A336,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0297_Drainage,DR0297,300,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,64.13,Drainage!O337,64.13,Drainage!A337,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0298_Drainage,DR0298,301,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,78.53,Drainage!O338,78.53,Drainage!A338,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0299_Drainage,DR0299,302,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,92.93,Drainage!O339,92.93,Drainage!A339,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0300_Drainage,DR0300,303,Excavate trenches for 600mm dia pipes; backfill with 6F2; dispose of surplus on site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,117.13,Drainage!O340,117.13,Drainage!A340,Drainage,600mm|excavate|trench|pipe|backfill|dispose|invert|depth
